,path,classes
66,../traffic-sign/train/00001/00001_030.png,1
67,../traffic-sign/train/00001/00001_027.png,1
68,../traffic-sign/train/00001/00001_105.png,1
69,../traffic-sign/train/00001/00001_062.png,1
70,../traffic-sign/train/00001/00001_074.png,1
71,../traffic-sign/train/00001/00001_018.png,1
72,../traffic-sign/train/00001/00001_091.png,1
73,../traffic-sign/train/00001/00001_073.png,1
74,../traffic-sign/train/00001/00001_083.png,1
75,../traffic-sign/train/00001/00001_028.png,1
76,../traffic-sign/train/00001/00001_044.png,1
77,../traffic-sign/train/00001/00001_055.png,1
78,../traffic-sign/train/00001/00001_085.png,1
79,../traffic-sign/train/00001/00001_060.png,1
80,../traffic-sign/train/00001/00001_016.png,1
81,../traffic-sign/train/00001/00001_042.png,1
82,../traffic-sign/train/00001/00001_080.png,1
83,../traffic-sign/train/00001/00001_004.png,1
84,../traffic-sign/train/00001/00001_009.png,1
85,../traffic-sign/train/00001/00001_066.png,1
86,../traffic-sign/train/00001/00001_054.png,1
87,../traffic-sign/train/00001/00001_013.png,1
88,../traffic-sign/train/00001/00001_003.png,1
89,../traffic-sign/train/00001/00001_088.png,1
90,../traffic-sign/train/00001/00001_008.png,1
91,../traffic-sign/train/00001/00001_048.png,1
92,../traffic-sign/train/00001/00001_084.png,1
93,../traffic-sign/train/00001/00001_039.png,1
94,../traffic-sign/train/00001/00001_007.png,1
95,../traffic-sign/train/00001/00001_104.png,1
96,../traffic-sign/train/00001/00001_097.png,1
97,../traffic-sign/train/00001/00001_019.png,1
98,../traffic-sign/train/00001/00001_101.png,1
99,../traffic-sign/train/00001/00001_068.png,1
100,../traffic-sign/train/00001/00001_078.png,1
101,../traffic-sign/train/00001/00001_056.png,1
102,../traffic-sign/train/00001/00001_077.png,1
103,../traffic-sign/train/00001/00001_033.png,1
104,../traffic-sign/train/00001/00001_103.png,1
105,../traffic-sign/train/00001/00001_092.png,1
106,../traffic-sign/train/00001/00001_093.png,1
107,../traffic-sign/train/00001/00001_090.png,1
108,../traffic-sign/train/00001/00001_025.png,1
109,../traffic-sign/train/00001/00001_035.png,1
110,../traffic-sign/train/00001/00001_057.png,1
111,../traffic-sign/train/00001/00001_012.png,1
112,../traffic-sign/train/00001/00001_017.png,1
113,../traffic-sign/train/00001/00001_040.png,1
114,../traffic-sign/train/00001/00001_020.png,1
115,../traffic-sign/train/00001/00001_086.png,1
116,../traffic-sign/train/00001/00001_108.png,1
117,../traffic-sign/train/00001/00001_079.png,1
118,../traffic-sign/train/00001/00001_052.png,1
119,../traffic-sign/train/00001/00001_095.png,1
120,../traffic-sign/train/00001/00001_015.png,1
121,../traffic-sign/train/00001/00001_070.png,1
122,../traffic-sign/train/00001/00001_058.png,1
123,../traffic-sign/train/00001/00001_069.png,1
124,../traffic-sign/train/00001/00001_001.png,1
125,../traffic-sign/train/00002/00002_011.png,2
126,../traffic-sign/train/00002/00002_010.png,2
127,../traffic-sign/train/00002/00002_009.png,2
128,../traffic-sign/train/00002/00002_012.png,2
129,../traffic-sign/train/00002/00002_002.png,2
130,../traffic-sign/train/00002/00002_008.png,2
131,../traffic-sign/train/00002/00002_004.png,2
132,../traffic-sign/train/00002/00002_005.png,2
133,../traffic-sign/train/00002/00002_003.png,2
134,../traffic-sign/train/00002/00002_006.png,2
135,../traffic-sign/train/00002/00002_001.png,2
136,../traffic-sign/train/00002/00002_007.png,2
137,../traffic-sign/train/00002/00002_000.png,2
138,../traffic-sign/train/00003/00003_013.png,3
139,../traffic-sign/train/00003/00003_005.png,3
140,../traffic-sign/train/00003/00003_014.png,3
141,../traffic-sign/train/00003/00003_008.png,3
142,../traffic-sign/train/00003/00003_011.png,3
143,../traffic-sign/train/00003/00003_009.png,3
144,../traffic-sign/train/00003/00003_002.png,3
145,../traffic-sign/train/00003/00003_001.png,3
146,../traffic-sign/train/00003/00003_007.png,3
147,../traffic-sign/train/00003/00003_006.png,3
148,../traffic-sign/train/00003/00003_004.png,3
149,../traffic-sign/train/00003/00003_000.png,3
150,../traffic-sign/train/00003/00003_003.png,3
151,../traffic-sign/train/00003/00003_010.png,3
152,../traffic-sign/train/00003/00003_012.png,3
153,../traffic-sign/train/00004/00004_008.png,4
154,../traffic-sign/train/00004/00004_002.png,4
155,../traffic-sign/train/00004/00004_012.png,4
156,../traffic-sign/train/00004/00004_003.png,4
157,../traffic-sign/train/00004/00004_009.png,4
158,../traffic-sign/train/00004/00004_006.png,4
159,../traffic-sign/train/00004/00004_001.png,4
160,../traffic-sign/train/00004/00004_005.png,4
161,../traffic-sign/train/00004/00004_014.png,4
162,../traffic-sign/train/00004/00004_000.png,4
163,../traffic-sign/train/00004/00004_013.png,4
164,../traffic-sign/train/00004/00004_011.png,4
165,../traffic-sign/train/00004/00004_007.png,4
166,../traffic-sign/train/00004/00004_004.png,4
167,../traffic-sign/train/00004/00004_010.png,4
168,../traffic-sign/train/00005/00005_005.png,5
169,../traffic-sign/train/00005/00005_000.png,5
170,../traffic-sign/train/00005/00005_009.png,5
171,../traffic-sign/train/00005/00005_008.png,5
172,../traffic-sign/train/00005/00005_010.png,5
173,../traffic-sign/train/00005/00005_001.png,5
174,../traffic-sign/train/00005/00005_003.png,5
175,../traffic-sign/train/00005/00005_002.png,5
176,../traffic-sign/train/00005/00005_007.png,5
177,../traffic-sign/train/00005/00005_004.png,5
178,../traffic-sign/train/00005/00005_006.png,5
179,../traffic-sign/train/00006/00006_001.png,6
180,../traffic-sign/train/00006/00006_017.png,6
181,../traffic-sign/train/00006/00006_006.png,6
182,../traffic-sign/train/00006/00006_010.png,6
183,../traffic-sign/train/00006/00006_004.png,6
184,../traffic-sign/train/00006/00006_000.png,6
185,../traffic-sign/train/00006/00006_011.png,6
186,../traffic-sign/train/00006/00006_005.png,6
187,../traffic-sign/train/00006/00006_015.png,6
188,../traffic-sign/train/00006/00006_009.png,6
189,../traffic-sign/train/00006/00006_003.png,6
190,../traffic-sign/train/00006/00006_012.png,6
191,../traffic-sign/train/00006/00006_014.png,6
192,../traffic-sign/train/00006/00006_013.png,6
193,../traffic-sign/train/00006/00006_007.png,6
194,../traffic-sign/train/00006/00006_002.png,6
195,../traffic-sign/train/00006/00006_016.png,6
196,../traffic-sign/train/00006/00006_008.png,6
197,../traffic-sign/train/00007/00007_056.png,7
198,../traffic-sign/train/00007/00007_035.png,7
199,../traffic-sign/train/00007/00007_129.png,7
200,../traffic-sign/train/00007/00007_139.png,7
201,../traffic-sign/train/00007/00007_080.png,7
202,../traffic-sign/train/00007/00007_059.png,7
203,../traffic-sign/train/00007/00007_005.png,7
204,../traffic-sign/train/00007/00007_095.png,7
205,../traffic-sign/train/00007/00007_125.png,7
206,../traffic-sign/train/00007/00007_067.png,7
207,../traffic-sign/train/00007/00007_144.png,7
208,../traffic-sign/train/00007/00007_033.png,7
209,../traffic-sign/train/00007/00007_032.png,7
210,../traffic-sign/train/00007/00007_099.png,7
211,../traffic-sign/train/00007/00007_004.png,7
212,../traffic-sign/train/00007/00007_140.png,7
213,../traffic-sign/train/00007/00007_008.png,7
214,../traffic-sign/train/00007/00007_136.png,7
215,../traffic-sign/train/00007/00007_063.png,7
216,../traffic-sign/train/00007/00007_110.png,7
217,../traffic-sign/train/00007/00007_149.png,7
218,../traffic-sign/train/00007/00007_050.png,7
219,../traffic-sign/train/00007/00007_143.png,7
220,../traffic-sign/train/00007/00007_117.png,7
221,../traffic-sign/train/00007/00007_112.png,7
222,../traffic-sign/train/00007/00007_057.png,7
223,../traffic-sign/train/00007/00007_049.png,7
224,../traffic-sign/train/00007/00007_060.png,7
225,../traffic-sign/train/00007/00007_088.png,7
226,../traffic-sign/train/00007/00007_102.png,7
227,../traffic-sign/train/00007/00007_047.png,7
228,../traffic-sign/train/00007/00007_104.png,7
229,../traffic-sign/train/00007/00007_145.png,7
230,../traffic-sign/train/00007/00007_116.png,7
231,../traffic-sign/train/00007/00007_124.png,7
232,../traffic-sign/train/00007/00007_107.png,7
233,../traffic-sign/train/00007/00007_148.png,7
234,../traffic-sign/train/00007/00007_007.png,7
235,../traffic-sign/train/00007/00007_098.png,7
236,../traffic-sign/train/00007/00007_111.png,7
237,../traffic-sign/train/00007/00007_130.png,7
238,../traffic-sign/train/00007/00007_025.png,7
239,../traffic-sign/train/00007/00007_023.png,7
240,../traffic-sign/train/00007/00007_069.png,7
241,../traffic-sign/train/00007/00007_141.png,7
242,../traffic-sign/train/00007/00007_055.png,7
243,../traffic-sign/train/00007/00007_105.png,7
244,../traffic-sign/train/00007/00007_119.png,7
245,../traffic-sign/train/00007/00007_096.png,7
246,../traffic-sign/train/00007/00007_134.png,7
247,../traffic-sign/train/00007/00007_065.png,7
248,../traffic-sign/train/00007/00007_153.png,7
249,../traffic-sign/train/00007/00007_009.png,7
250,../traffic-sign/train/00007/00007_000.png,7
251,../traffic-sign/train/00007/00007_003.png,7
252,../traffic-sign/train/00007/00007_051.png,7
253,../traffic-sign/train/00007/00007_034.png,7
254,../traffic-sign/train/00007/00007_070.png,7
255,../traffic-sign/train/00007/00007_026.png,7
256,../traffic-sign/train/00007/00007_085.png,7
257,../traffic-sign/train/00007/00007_038.png,7
258,../traffic-sign/train/00007/00007_083.png,7
259,../traffic-sign/train/00007/00007_031.png,7
260,../traffic-sign/train/00007/00007_093.png,7
261,../traffic-sign/train/00007/00007_024.png,7
262,../traffic-sign/train/00007/00007_126.png,7
263,../traffic-sign/train/00007/00007_100.png,7
264,../traffic-sign/train/00007/00007_138.png,7
265,../traffic-sign/train/00007/00007_044.png,7
266,../traffic-sign/train/00007/00007_108.png,7
267,../traffic-sign/train/00007/00007_076.png,7
268,../traffic-sign/train/00007/00007_118.png,7
269,../traffic-sign/train/00007/00007_086.png,7
270,../traffic-sign/train/00007/00007_058.png,7
271,../traffic-sign/train/00007/00007_154.png,7
272,../traffic-sign/train/00007/00007_127.png,7
273,../traffic-sign/train/00007/00007_132.png,7
274,../traffic-sign/train/00007/00007_062.png,7
275,../traffic-sign/train/00007/00007_045.png,7
276,../traffic-sign/train/00007/00007_133.png,7
277,../traffic-sign/train/00007/00007_030.png,7
278,../traffic-sign/train/00007/00007_006.png,7
279,../traffic-sign/train/00007/00007_029.png,7
280,../traffic-sign/train/00007/00007_075.png,7
281,../traffic-sign/train/00007/00007_146.png,7
282,../traffic-sign/train/00007/00007_142.png,7
283,../traffic-sign/train/00007/00007_018.png,7
284,../traffic-sign/train/00007/00007_128.png,7
285,../traffic-sign/train/00007/00007_084.png,7
286,../traffic-sign/train/00007/00007_092.png,7
287,../traffic-sign/train/00007/00007_036.png,7
288,../traffic-sign/train/00007/00007_091.png,7
289,../traffic-sign/train/00007/00007_068.png,7
290,../traffic-sign/train/00007/00007_071.png,7
291,../traffic-sign/train/00007/00007_109.png,7
292,../traffic-sign/train/00007/00007_064.png,7
293,../traffic-sign/train/00007/00007_121.png,7
294,../traffic-sign/train/00007/00007_066.png,7
295,../traffic-sign/train/00007/00007_010.png,7
296,../traffic-sign/train/00007/00007_073.png,7
297,../traffic-sign/train/00007/00007_046.png,7
298,../traffic-sign/train/00007/00007_014.png,7
299,../traffic-sign/train/00007/00007_052.png,7
300,../traffic-sign/train/00007/00007_041.png,7
301,../traffic-sign/train/00007/00007_077.png,7
302,../traffic-sign/train/00007/00007_097.png,7
303,../traffic-sign/train/00007/00007_021.png,7
304,../traffic-sign/train/00007/00007_113.png,7
305,../traffic-sign/train/00007/00007_150.png,7
306,../traffic-sign/train/00007/00007_101.png,7
307,../traffic-sign/train/00007/00007_040.png,7
308,../traffic-sign/train/00007/00007_078.png,7
309,../traffic-sign/train/00007/00007_020.png,7
310,../traffic-sign/train/00007/00007_027.png,7
311,../traffic-sign/train/00007/00007_079.png,7
312,../traffic-sign/train/00007/00007_120.png,7
313,../traffic-sign/train/00007/00007_135.png,7
314,../traffic-sign/train/00007/00007_082.png,7
315,../traffic-sign/train/00007/00007_094.png,7
316,../traffic-sign/train/00007/00007_037.png,7
317,../traffic-sign/train/00007/00007_054.png,7
318,../traffic-sign/train/00007/00007_089.png,7
319,../traffic-sign/train/00007/00007_131.png,7
320,../traffic-sign/train/00007/00007_103.png,7
321,../traffic-sign/train/00007/00007_122.png,7
322,../traffic-sign/train/00007/00007_106.png,7
323,../traffic-sign/train/00007/00007_016.png,7
324,../traffic-sign/train/00007/00007_022.png,7
325,../traffic-sign/train/00007/00007_151.png,7
326,../traffic-sign/train/00007/00007_053.png,7
327,../traffic-sign/train/00007/00007_114.png,7
328,../traffic-sign/train/00007/00007_115.png,7
329,../traffic-sign/train/00007/00007_061.png,7
330,../traffic-sign/train/00007/00007_002.png,7
331,../traffic-sign/train/00007/00007_147.png,7
332,../traffic-sign/train/00007/00007_087.png,7
333,../traffic-sign/train/00007/00007_013.png,7
334,../traffic-sign/train/00007/00007_074.png,7
335,../traffic-sign/train/00007/00007_042.png,7
336,../traffic-sign/train/00007/00007_072.png,7
337,../traffic-sign/train/00007/00007_019.png,7
338,../traffic-sign/train/00007/00007_123.png,7
339,../traffic-sign/train/00007/00007_081.png,7
340,../traffic-sign/train/00007/00007_039.png,7
341,../traffic-sign/train/00007/00007_152.png,7
342,../traffic-sign/train/00007/00007_001.png,7
343,../traffic-sign/train/00007/00007_137.png,7
344,../traffic-sign/train/00007/00007_017.png,7
345,../traffic-sign/train/00007/00007_090.png,7
346,../traffic-sign/train/00007/00007_155.png,7
347,../traffic-sign/train/00007/00007_028.png,7
348,../traffic-sign/train/00007/00007_011.png,7
349,../traffic-sign/train/00007/00007_015.png,7
350,../traffic-sign/train/00007/00007_048.png,7
351,../traffic-sign/train/00007/00007_012.png,7
352,../traffic-sign/train/00007/00007_043.png,7
353,../traffic-sign/train/00007/00007_156.png,7
354,../traffic-sign/train/00008/00008_011.png,8
355,../traffic-sign/train/00008/00008_000.png,8
356,../traffic-sign/train/00008/00008_007.png,8
357,../traffic-sign/train/00008/00008_020.png,8
358,../traffic-sign/train/00008/00008_017.png,8
359,../traffic-sign/train/00008/00008_021.png,8
360,../traffic-sign/train/00008/00008_016.png,8
361,../traffic-sign/train/00008/00008_008.png,8
362,../traffic-sign/train/00008/00008_026.png,8
363,../traffic-sign/train/00008/00008_003.png,8
364,../traffic-sign/train/00008/00008_005.png,8
365,../traffic-sign/train/00008/00008_023.png,8
366,../traffic-sign/train/00008/00008_002.png,8
367,../traffic-sign/train/00008/00008_018.png,8
368,../traffic-sign/train/00008/00008_006.png,8
369,../traffic-sign/train/00008/00008_013.png,8
370,../traffic-sign/train/00008/00008_012.png,8
371,../traffic-sign/train/00008/00008_022.png,8
372,../traffic-sign/train/00008/00008_019.png,8
373,../traffic-sign/train/00008/00008_025.png,8
374,../traffic-sign/train/00008/00008_010.png,8
375,../traffic-sign/train/00008/00008_024.png,8
376,../traffic-sign/train/00008/00008_014.png,8
377,../traffic-sign/train/00008/00008_001.png,8
378,../traffic-sign/train/00008/00008_015.png,8
379,../traffic-sign/train/00008/00008_004.png,8
380,../traffic-sign/train/00008/00008_009.png,8
381,../traffic-sign/train/00009/00009_005.png,9
382,../traffic-sign/train/00009/00009_017.png,9
383,../traffic-sign/train/00009/00009_013.png,9
384,../traffic-sign/train/00009/00009_011.png,9
385,../traffic-sign/train/00009/00009_001.png,9
386,../traffic-sign/train/00009/00009_000.png,9
387,../traffic-sign/train/00009/00009_007.png,9
388,../traffic-sign/train/00009/00009_002.png,9
389,../traffic-sign/train/00009/00009_006.png,9
390,../traffic-sign/train/00009/00009_012.png,9
391,../traffic-sign/train/00009/00009_015.png,9
392,../traffic-sign/train/00009/00009_014.png,9
393,../traffic-sign/train/00009/00009_003.png,9
394,../traffic-sign/train/00009/00009_008.png,9
395,../traffic-sign/train/00009/00009_004.png,9
396,../traffic-sign/train/00009/00009_016.png,9
397,../traffic-sign/train/00009/00009_010.png,9
398,../traffic-sign/train/00009/00009_009.png,9
399,../traffic-sign/train/00010/00010_006.png,10
400,../traffic-sign/train/00010/00010_017.png,10
401,../traffic-sign/train/00010/00010_012.png,10
402,../traffic-sign/train/00010/00010_014.png,10
403,../traffic-sign/train/00010/00010_016.png,10
404,../traffic-sign/train/00010/00010_003.png,10
405,../traffic-sign/train/00010/00010_008.png,10
406,../traffic-sign/train/00010/00010_007.png,10
407,../traffic-sign/train/00010/00010_013.png,10
408,../traffic-sign/train/00010/00010_004.png,10
409,../traffic-sign/train/00010/00010_020.png,10
410,../traffic-sign/train/00010/00010_019.png,10
411,../traffic-sign/train/00010/00010_009.png,10
412,../traffic-sign/train/00010/00010_002.png,10
413,../traffic-sign/train/00010/00010_011.png,10
414,../traffic-sign/train/00010/00010_018.png,10
415,../traffic-sign/train/00010/00010_005.png,10
416,../traffic-sign/train/00010/00010_001.png,10
417,../traffic-sign/train/00010/00010_010.png,10
418,../traffic-sign/train/00010/00010_015.png,10
419,../traffic-sign/train/00010/00010_000.png,10
420,../traffic-sign/train/00011/00011_003.png,11
421,../traffic-sign/train/00011/00011_001.png,11
422,../traffic-sign/train/00011/00011_005.png,11
423,../traffic-sign/train/00011/00011_000.png,11
424,../traffic-sign/train/00011/00011_006.png,11
425,../traffic-sign/train/00011/00011_004.png,11
426,../traffic-sign/train/00011/00011_002.png,11
427,../traffic-sign/train/00012/00012_004.png,12
428,../traffic-sign/train/00012/00012_006.png,12
429,../traffic-sign/train/00012/00012_010.png,12
430,../traffic-sign/train/00012/00012_008.png,12
431,../traffic-sign/train/00012/00012_016.png,12
432,../traffic-sign/train/00012/00012_014.png,12
433,../traffic-sign/train/00012/00012_005.png,12
434,../traffic-sign/train/00012/00012_015.png,12
435,../traffic-sign/train/00012/00012_002.png,12
436,../traffic-sign/train/00012/00012_012.png,12
437,../traffic-sign/train/00012/00012_013.png,12
438,../traffic-sign/train/00012/00012_011.png,12
439,../traffic-sign/train/00012/00012_000.png,12
440,../traffic-sign/train/00012/00012_001.png,12
441,../traffic-sign/train/00012/00012_007.png,12
442,../traffic-sign/train/00012/00012_009.png,12
443,../traffic-sign/train/00012/00012_017.png,12
444,../traffic-sign/train/00012/00012_003.png,12
445,../traffic-sign/train/00013/00013_037.png,13
446,../traffic-sign/train/00013/00013_051.png,13
447,../traffic-sign/train/00013/00013_078.png,13
448,../traffic-sign/train/00013/00013_010.png,13
449,../traffic-sign/train/00013/00013_088.png,13
450,../traffic-sign/train/00013/00013_034.png,13
451,../traffic-sign/train/00013/00013_021.png,13
452,../traffic-sign/train/00013/00013_003.png,13
453,../traffic-sign/train/00013/00013_063.png,13
454,../traffic-sign/train/00013/00013_087.png,13
455,../traffic-sign/train/00013/00013_075.png,13
456,../traffic-sign/train/00013/00013_060.png,13
457,../traffic-sign/train/00013/00013_009.png,13
458,../traffic-sign/train/00013/00013_038.png,13
459,../traffic-sign/train/00013/00013_044.png,13
460,../traffic-sign/train/00013/00013_002.png,13
461,../traffic-sign/train/00013/00013_066.png,13
462,../traffic-sign/train/00013/00013_074.png,13
463,../traffic-sign/train/00013/00013_008.png,13
464,../traffic-sign/train/00013/00013_047.png,13
465,../traffic-sign/train/00013/00013_043.png,13
466,../traffic-sign/train/00013/00013_084.png,13
467,../traffic-sign/train/00013/00013_053.png,13
468,../traffic-sign/train/00013/00013_031.png,13
469,../traffic-sign/train/00013/00013_004.png,13
470,../traffic-sign/train/00013/00013_018.png,13
471,../traffic-sign/train/00013/00013_054.png,13
472,../traffic-sign/train/00013/00013_030.png,13
473,../traffic-sign/train/00013/00013_006.png,13
474,../traffic-sign/train/00013/00013_057.png,13
475,../traffic-sign/train/00013/00013_049.png,13
476,../traffic-sign/train/00013/00013_082.png,13
477,../traffic-sign/train/00013/00013_016.png,13
478,../traffic-sign/train/00013/00013_001.png,13
479,../traffic-sign/train/00013/00013_086.png,13
480,../traffic-sign/train/00013/00013_058.png,13
481,../traffic-sign/train/00013/00013_015.png,13
482,../traffic-sign/train/00013/00013_026.png,13
483,../traffic-sign/train/00013/00013_089.png,13
484,../traffic-sign/train/00013/00013_070.png,13
485,../traffic-sign/train/00013/00013_000.png,13
486,../traffic-sign/train/00013/00013_005.png,13
487,../traffic-sign/train/00013/00013_025.png,13
488,../traffic-sign/train/00013/00013_077.png,13
489,../traffic-sign/train/00013/00013_081.png,13
490,../traffic-sign/train/00013/00013_080.png,13
491,../traffic-sign/train/00013/00013_073.png,13
492,../traffic-sign/train/00013/00013_017.png,13
493,../traffic-sign/train/00013/00013_012.png,13
494,../traffic-sign/train/00013/00013_046.png,13
495,../traffic-sign/train/00013/00013_035.png,13
496,../traffic-sign/train/00013/00013_072.png,13
497,../traffic-sign/train/00013/00013_059.png,13
498,../traffic-sign/train/00013/00013_065.png,13
499,../traffic-sign/train/00013/00013_052.png,13
500,../traffic-sign/train/00013/00013_023.png,13
501,../traffic-sign/train/00013/00013_083.png,13
502,../traffic-sign/train/00013/00013_079.png,13
503,../traffic-sign/train/00013/00013_041.png,13
504,../traffic-sign/train/00013/00013_029.png,13
505,../traffic-sign/train/00013/00013_071.png,13
506,../traffic-sign/train/00013/00013_062.png,13
507,../traffic-sign/train/00013/00013_067.png,13
508,../traffic-sign/train/00013/00013_013.png,13
509,../traffic-sign/train/00013/00013_050.png,13
510,../traffic-sign/train/00013/00013_024.png,13
511,../traffic-sign/train/00013/00013_061.png,13
512,../traffic-sign/train/00013/00013_056.png,13
513,../traffic-sign/train/00013/00013_032.png,13
514,../traffic-sign/train/00013/00013_085.png,13
515,../traffic-sign/train/00013/00013_045.png,13
516,../traffic-sign/train/00013/00013_007.png,13
517,../traffic-sign/train/00013/00013_036.png,13
518,../traffic-sign/train/00013/00013_068.png,13
519,../traffic-sign/train/00013/00013_014.png,13
520,../traffic-sign/train/00013/00013_069.png,13
521,../traffic-sign/train/00013/00013_028.png,13
522,../traffic-sign/train/00013/00013_064.png,13
523,../traffic-sign/train/00013/00013_039.png,13
524,../traffic-sign/train/00013/00013_042.png,13
525,../traffic-sign/train/00013/00013_011.png,13
526,../traffic-sign/train/00013/00013_076.png,13
527,../traffic-sign/train/00013/00013_022.png,13
528,../traffic-sign/train/00013/00013_055.png,13
529,../traffic-sign/train/00013/00013_048.png,13
530,../traffic-sign/train/00013/00013_020.png,13
531,../traffic-sign/train/00013/00013_040.png,13
532,../traffic-sign/train/00013/00013_033.png,13
533,../traffic-sign/train/00013/00013_027.png,13
534,../traffic-sign/train/00013/00013_019.png,13
535,../traffic-sign/train/00014/00014_029.png,14
536,../traffic-sign/train/00014/00014_036.png,14
537,../traffic-sign/train/00014/00014_020.png,14
538,../traffic-sign/train/00014/00014_042.png,14
539,../traffic-sign/train/00014/00014_010.png,14
540,../traffic-sign/train/00014/00014_039.png,14
541,../traffic-sign/train/00014/00014_031.png,14
542,../traffic-sign/train/00014/00014_017.png,14
543,../traffic-sign/train/00014/00014_011.png,14
544,../traffic-sign/train/00014/00014_040.png,14
545,../traffic-sign/train/00014/00014_012.png,14
546,../traffic-sign/train/00014/00014_024.png,14
547,../traffic-sign/train/00014/00014_037.png,14
548,../traffic-sign/train/00014/00014_030.png,14
549,../traffic-sign/train/00014/00014_041.png,14
550,../traffic-sign/train/00014/00014_019.png,14
551,../traffic-sign/train/00014/00014_000.png,14
552,../traffic-sign/train/00014/00014_027.png,14
553,../traffic-sign/train/00014/00014_028.png,14
554,../traffic-sign/train/00014/00014_038.png,14
555,../traffic-sign/train/00014/00014_016.png,14
556,../traffic-sign/train/00014/00014_034.png,14
557,../traffic-sign/train/00014/00014_001.png,14
558,../traffic-sign/train/00014/00014_006.png,14
559,../traffic-sign/train/00014/00014_008.png,14
560,../traffic-sign/train/00014/00014_005.png,14
561,../traffic-sign/train/00014/00014_032.png,14
562,../traffic-sign/train/00014/00014_021.png,14
563,../traffic-sign/train/00014/00014_013.png,14
564,../traffic-sign/train/00014/00014_026.png,14
565,../traffic-sign/train/00014/00014_035.png,14
566,../traffic-sign/train/00014/00014_003.png,14
567,../traffic-sign/train/00014/00014_007.png,14
568,../traffic-sign/train/00014/00014_025.png,14
569,../traffic-sign/train/00014/00014_002.png,14
570,../traffic-sign/train/00014/00014_022.png,14
571,../traffic-sign/train/00014/00014_033.png,14
572,../traffic-sign/train/00014/00014_004.png,14
573,../traffic-sign/train/00014/00014_014.png,14
574,../traffic-sign/train/00014/00014_023.png,14
575,../traffic-sign/train/00014/00014_015.png,14
576,../traffic-sign/train/00014/00014_018.png,14
577,../traffic-sign/train/00014/00014_009.png,14
578,../traffic-sign/train/00015/00015_000.png,15
579,../traffic-sign/train/00015/00015_007.png,15
580,../traffic-sign/train/00015/00015_005.png,15
581,../traffic-sign/train/00015/00015_002.png,15
